Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
3.53005	Node7	0	1016	FullDelay	0.120052	120052	1	6
3.54	Node7	0	1	LastDelay	0	0	1	0
3.54	Node7	0	1	FullDelay	0	0	1	0
3.54005	Node7	0	52	LastDelay	0.120052	120052	1	6
3.54005	Node7	0	52	FullDelay	0.120052	120052	1	6
3.55005	Node7	0	6808	LastDelay	0.120052	120052	1	6
3.55005	Node7	0	6808	FullDelay	0.120052	120052	1	6
3.56005	Node7	0	5443	LastDelay	0.120052	120052	1	6
3.56005	Node7	0	5443	FullDelay	0.120052	120052	1	6
3.58005	Node7	0	244	LastDelay	0.120052	120052	1	6
3.58005	Node7	0	244	FullDelay	0.120052	120052	1	6
3.59005	Node7	0	7380	LastDelay	0.120052	120052	1	6
3.59005	Node7	0	7380	FullDelay	0.120052	120052	1	6
3.60005	Node7	0	9103	LastDelay	0.120052	120052	1	6
3.60005	Node7	0	9103	FullDelay	0.120052	120052	1	6
3.61001	Node7	0	48	LastDelay	0.0200087	20008.7	1	1
3.61001	Node7	0	48	FullDelay	0.0200087	20008.7	1	1
3.61005	Node7	0	905	LastDelay	0.120052	120052	1	6
3.61005	Node7	0	905	FullDelay	0.120052	120052	1	6
3.62005	Node7	0	572	LastDelay	0.120052	120052	1	6
3.62005	Node7	0	572	FullDelay	0.120052	120052	1	6
